SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE*
STAN,Standard Chartered PLC,DR,11-Jun-10,-,1,INE028L21018,-
,,,,,,,
,,,,,,,
* 10 IDRs represent one share of the Company of US$0.50 nominal value. ,,,,,,,
